d_muni,d_nombmuni,d_provincia,d_nomsec,d_nomzon,dane_ant,d_nombinst,d_sede,d_nombsede,d_grado,metodo,d_nomjor,sector,edad
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001032,CORPORACION EDUCATIVA TECNICA Y EMPRESARIAL - CORP,368679001032A,CORPORACION EDUCATIVA TECNICA Y EMPRESARIAL - CORP,26,PROGRAMA PARA JOVENE,NOCTURNA,2,18
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,19
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
190,CIMITARRA,VÉLEZ,OFICIAL,RURAL,268190001574,INSTITUCION EDUCATIVA  EL CRUCE DE SANTA ROSA,268190001574A,INSTITUCION EDUCATIVA  EL CRUCE DE SANTA ROSA,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,1,18
190,CIMITARRA,VÉLEZ,OFICIAL,RURAL,268190001574,INSTITUCION EDUCATIVA  EL CRUCE DE SANTA ROSA,268190001574A,INSTITUCION EDUCATIVA  EL CRUCE DE SANTA ROSA,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,1,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,17
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,17
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001032,CORPORACION EDUCATIVA TECNICA Y EMPRESARIAL - CORP,368679001032A,CORPORACION EDUCATIVA TECNICA Y EMPRESARIAL - CORP,26,PROGRAMA PARA JOVENE,NOCTURNA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001032,CORPORACION EDUCATIVA TECNICA Y EMPRESARIAL - CORP,368679001032A,CORPORACION EDUCATIVA TECNICA Y EMPRESARIAL - CORP,26,PROGRAMA PARA JOVENE,NOCTURNA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001032,CORPORACION EDUCATIVA TECNICA Y EMPRESARIAL - CORP,368679001032A,CORPORACION EDUCATIVA TECNICA Y EMPRESARIAL - CORP,26,PROGRAMA PARA JOVENE,NOCTURNA,2,20
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,17
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,17
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,23
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,17
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,20
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
190,CIMITARRA,VÉLEZ,OFICIAL,RURAL,268190001574,INSTITUCION EDUCATIVA  EL CRUCE DE SANTA ROSA,268190001574A,INSTITUCION EDUCATIVA  EL CRUCE DE SANTA ROSA,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,1,17
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,19
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,26
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,27
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,22
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,22
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,22
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,20
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,30
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,24
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,20
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,21
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,23
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,21
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,21
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,24
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,22
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,21
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,22
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,17
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,20
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,16
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,23
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,17
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,43
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001032,CORPORACION EDUCATIVA TECNICA Y EMPRESARIAL - CORP,368679001032A,CORPORACION EDUCATIVA TECNICA Y EMPRESARIAL - CORP,26,PROGRAMA PARA JOVENE,NOCTURNA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001041,COLEGIO CAMILO TORRES PARA JOVENES Y ADULTOS,368679001041A,COLEGIO CAMILO TORRES PARA JOVENES Y ADULTOS,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
689,SAN VICENTE DE CHUCURÍ,YARIGUIES,OFICIAL,URBANA,168689002968,COLEGIO NUESTRA SEÑORA DE LA PAZ,168689002968A,COLEGIO NUESTRA SEÑORA DE LA PAZ,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,1,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
689,SAN VICENTE DE CHUCURÍ,YARIGUIES,OFICIAL,URBANA,168689002968,COLEGIO NUESTRA SEÑORA DE LA PAZ,168689002968A,COLEGIO NUESTRA SEÑORA DE LA PAZ,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,1,20
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,20
209,CONFINES,COMUNERA,OFICIAL,URBANA,168209000014,COLEGIO TECNICO LUIS CARLOS GALAN SARMIENTO,168209000014A,COLEGIO TECNICO LUIS CARLOS GALAN SARMIENTO,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,1,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,17
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
755,SOCORRO,COMUNERA,OFICIAL,URBANA,168755000360,COLEGIO UNIVERSITARIO,168755000360A,COLEGIO UNIVERSITARIO,26,PROGRAMA PARA JOVENE,NOCTURNA,1,18
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755000849,INSTITUTO TECNICO COMUNERO-ITC,368755000849A,INSTITUTO TECNICO COMUNERO-ITC,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755000849,INSTITUTO TECNICO COMUNERO-ITC,368755000849A,INSTITUTO TECNICO COMUNERO-ITC,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,20
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,28
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,19
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,39
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,17
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,17
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,17
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,17
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
